darkturquoise	red	darkgreen	darkgrey	orange	floralwhite	brown	darkolivegreen	bisque4	darkred	darkorange2	darkmagenta	greenyellow	midnightblue	skyblue3	paleturquoise	thistle2	salmon	lightcyan	sienna3
Q9D9V7	P29540					A1L253		Q9NBX4	Q5R8I8		Q7ZV84	P58239							
Q7YQL5	Q5EE04					Q8BR65		Q3ZBW2	Q5U3U0		Q32LQ4	Q66L58							
Q9NBX4	Q5R7K2					Q8CG80		Q6IQ32	Q5HY64		A4IGH2	Q95KD0							
D4AB66	Q5HZF2					Q6DC04		Q9QX47	Q8TAQ2		Q8R2T8	P15305							
Q6ZT07	Q6NV38					O60779		Q9Z2D0	Q6GNR9		Q2KN94	Q503P2							
O97827	Q6IQ86					Q8NDX5		O75367	P11845		P55039	Q96T60							
O75095	Q8TEB9					Q9UH36		Q92540	Q5RH51		B5X165	Q1JP73							
Q00910	B8JLQ0					Q09575		P35072	Q00610		Q76NI1	Q58EN8							
Q5T9C9	Q0VC65					Q61743		Q5F3J5	A7E300		Q6DGL7	E7EZF3							
Q00589	Q9JLZ3					P20825		A5PMY6	Q76KB2		Q99KI0	A5D7F6							
Q9I9M5	P12370					Q801G1		O88387	Q60760		Q9D6K9	Q803M5							
Q80X08	A8E7G4					P11024		Q1LYL8	Q96N76		Q3UMF0	O00622							
P29992	Q9UI40					Q7Z6I6		Q13151	P25100		Q5MD89	A8MXE2							
P62484	P04323					Q3ZBA0		P30415	P19382		P86397	Q6AYK5							
P17947	Q9JL56					Q3LSS0		Q6GN16	Q5XJA3		Q9CQ40	Q6PCB7							
Q00M95	P29693					Q3ULM0		Q66J69	P97534		Q80XI4	Q9W720							
Q7SXL7	Q9WVF8					P11387		Q9JHU5	Q9UBQ7		P59280	Q7T3E5							
Q8VEB2	Q7ZW11					Q6P132		Q80YS6	P0CB42		O43345	O15127							
Q7SYL3	P30684					Q5U3I2		Q6NZF1	Q6IRQ5		Q80UF7	O70551							
Q8TDM6	P0DOC8					Q5RGB8		P49585	Q9HU55		Q12788	Q71SS4							
Q5R4Q8	Q9D658					O08586		Q9H1C3	P28660		Q6PC60	Q0VD50							
Q11212	Q6MFZ5					Q9D219		Q7ZU42	Q9Z125		O76062	Q9Z110							
P59113	Q3TY65					Q90308		Q1M161	Q27331		Q5ZJ75	Q5MJS3							
F1P065	Q8VHH7					O70400		Q6I6G8	Q3U9G9		P82861	Q9TU17							
Q3TYL0	Q9D868					Q6PCD5		Q5F450	Q502J0		P59235	Q8BG87							
Q505K2	P86229					Q8JFV8		Q6AZB8	O88664		P97298	Q8R010							
Q9JJ28	A0A2R8Q3S9					Q3TMX7		Q6ZN57	O95671		Q3SYV1	Q17QZ4							
Q8BU00	Q6DBT3					P97868		Q9C029	Q000K2		Q5RC21	Q7ZTM6							
Q63HK5	Q791N7					Q0VC16		Q64303	P22128		Q5TZ80	O35654							
Q5F3Z7	Q7ZUS4					Q3ZBA3		Q9Y6X9	A4IHK6		Q8N6T3	Q6DHM9							
O55112	Q0IIF6					Q15637		Q9BUU2	Q91896		Q5XIT3	Q5ZLH0							
E9Q7T7	Q32M45					Q6ZXV5		Q5R454	F1QF89		Q04202	Q86YR5							
O00461	Q5ND56					Q62130		F1QR98	Q14678		Q6P950	Q8VCM5							
Q61410	Q08881					A0A075B6S4		P49848	Q0P4Z1		Q5SSI6	Q6TEQ0							
Q9QXY7	Q4V8J7					Q32LS6		O00370	Q29R99		Q8IXL6	Q5BJJ8							
Q02446	Q6GLZ5					Q8K3W2		Q7ZXF3	P14381		A5WVX1	P35072							
Q3MII6	P97762					Q6NW59		Q5RCD7	P02686		B1AXP6	Q3U2U7							
Q07243	Q5ZMQ0					Q6PFK1		Q6NYA0	P04323		P24392	P47197							
O60304	Q92628					O95248		Q7Z3D6	Q62784		Q9DC48	P48739							
Q90Y54	Q8JHH5					Q0VFP2		B2ZHY2	Q14140		Q6NU40	P15101							
Q9QZS0	P84104					Q99996		Q90X48	P50237		Q9BT22	Q5U3T0							
P85291	Q9WTV0					Q9EP97		O43293	Q9H305		Q58E03	Q80ZU9							
Q9ULL1	Q96HH4					O60673		Q9UPY6	Q08CH8		O54747	Q502K3							
Q9QXQ1	Q8NG08					Q6AXU9		Q5I0C3	Q80Y17		Q7L273	P10394							
O88869	Q6IV78					O60381		P11153			A9ULR9	Q96PE3							
G3MWR8	Q96P20					Q8K4J6		Q8CGY8			Q5SGD2	Q5R9B8							
Q61191	Q5QNS5					P46095		Q01082			Q6DHR3	Q6IQU6							
Q5EXX3	P30839					Q8VE11		B1A8Z2			Q90474	Q5RBW0							
Q6P5E8	Q28372					Q99700		E9QAG8			Q9JI44	Q6PBI8							
O93309	Q9HCM9					P48674		A4IGH4			O43156	Q9JHY2							
Q6V0I7	Q9I920					A2BIR6		P08116			Q09632	Q6NWZ9							
Q6RI88	Q0NXR6					Q9UJV3		Q8K3J9			Q9Y2Y1	Q7Z3F1							
Q5ZKV8	P17790					P79942		Q5R4Q8			A4IG66	Q9H2G9							
Q6DV79	P82669					Q5T7W0		P60517			O94900	Q9JHU5							
Q9BZ72	Q8BH60					P35072		P98157			Q8AY73	B2RZD7							
Q03692	Q5R809					Q568B8		F1Q930			G9CGD6	Q15542							
Q91WQ9	Q7ZVJ8					Q99315		E9QAG8			Q7SXA9	Q9NWW7							
O60716	Q9NQR1					A6ND36		Q6RHR9			Q5PR34	Q16678							
Q6NTY6	Q6BBL6					Q5RFW2		Q8R508			Q924T2	Q8NBP5							
A6QLD2	Q1L9A2					Q04202		A2RRV3			O15757	Q99K30							
Q8N6G5	Q1LZF2					Q9UKA9		Q7ZUM8			Q5RCZ7	Q7ZY87							
Q2THW0	Q5R328					P80203		Q8BKC5			O14972	A6ND36							
Q0P4Y4	Q6NWL1					P00515		Q8VEM8			P79733	Q8SPH5							
Q96G23	B2RVL6					P80236		Q8R478			Q91560	F1QH17							
Q6JPI3	P31399					Q8N5F7		Q9H223			Q01105	P56748							
P79119	Q80WG5					P49140		Q8WYP5			Q9H9B4	Q7LHG5							
O75460	Q9P2C4					P53997		Q5R9K1			Q0P436	P43115							
A1A5H8	Q8R4C4					Q63767		O75385			Q6R2W3	Q0P424							
B9VR26	P50121					Q91XS1		A6QP16			Q6P0D7	Q91WN1							
Q8N3X1	Q2PFU1					Q8UVV7		P23193			Q9P0M9	Q9H9P5							
Q3YL68	Q8N5Z0					Q9Z1M4		P35072			P91875	Q5R9C5							
A0A2R8QPS5	Q91Z92					Q14AX6		Q9UPN3			O43345	Q9XS59							
Q6P026	B5X8M4					Q5U3F2		Q5R5U3			P00593	P50583							
Q5M9G0	Q6MFZ5					Q80T85		D3ZPX4			Q20A00	O15033							
P51511	Q6MFZ5					O35083		O54965			Q6BZH1	Q9PTY0							
Q95SX7	Q3UZP0					Q62470		O42123			P47794	P51857							
Q9DGD9	Q641M3					Q95SX7		Q7LHG5			Q91XF0	Q9UDY8							
Q02643	Q02084					Q03348		P98082			Q9NWZ8	Q9H582							
Q2HZX7	P62747					P13705		Q8K482			Q9QY66	Q8IY67							
Q7SY09	Q9D273					Q5R4C7		P18724			Q1L911	Q2HJC9							
Q9WVR6	A4K2M3					Q9H0J4		Q6ZSG1			E9QAG8	Q08DJ7							
Q5ZM35	Q7SXW0					Q09472		Q7YRA3			Q7SZQ4	Q8C3S2							
Q6AYL8	Q0MQI9					Q8TCJ2		Q6P4S8			Q4R4P4	Q68F72							
Q9UBJ2	B5X9L9					Q90459		Q6R2W3			F1R983	Q08CA1							
Q63564	Q6PCN7					P0C7T6		Q96E66			Q90YL3	Q6DEI8							
A3R064	A7YWC8					Q15386		O57429			Q95JP6	Q8VEJ4							
A3RK74	Q98TF5					Q63470		Q99572			Q90YI3	O89110							
Q12774	P18756					P49951		Q15034			P04323	Q8N0Z8							
Q9WV07	Q1LWB0					A1L0Y2		Q8WU20			Q7RTR2	Q6DBU5							
Q60610	Q6PGG6					Q8VDH1		Q61029			Q803C1	P24557							
D3ZU96	Q7SYL1					Q6ZQ58		O18750			P97864	Q0V9J0							
Q96AY4	Q9PTJ3					Q5VT52		Q8BGG7			Q6NSI8	P18757							
A1X158	A8E7D2					Q1L8G6		Q8UUY8			P20825	Q96FL9							
Q99727	A6NFY7					O70593		Q9BVG8			Q15118	Q63ZU0							
Q99MU5	Q9EPR2					Q6GPA5		Q8VEK6			Q6AZB8	Q13588							
Q9UHJ3	Q9D1I5					Q9N179		Q66PG1			P20108	A8E7I5							
P01694	Q2NL34					Q08BS4		O60688			Q6GVH4	Q7SXP0							
Q6PG95	P14381					O35179		O89114			A0JN92	Q2YDC9							
P57727	Q568Q0					O95785		Q6XQG8			Q9WU84	Q08DK7							
A6NKF1	Q147X3					A4IG72		Q7T385			Q8I7P9	Q3T0Q8							
A4VCH4	Q9I920					Q1L8F9		Q63321			O43312	Q40375							
O54698	Q6NV31					Q29243		P23492			A0JME2	Q0IID7							
Q5Y5T1	Q96GK7					A3KNS2		Q8TDS4			A0JMI9	Q8TE73							
P27448	A2VDC7					Q7ZXV5		P58335			Q56I99	Q64261							
P32314	A8KB34					Q9UFF9		Q8CGR7			Q15413	P21328							
Q5PQL7	Q6AYJ2					Q99P84		P48303			A0N0X6	Q99LG2							
Q92576	Q6P0V6					Q6P3S6		Q804S5			Q9H857	A5WWB6							
Q9NUQ2	Q6P5J6					Q1KL12		Q9Z1Z1			Q8N2H3	Q13322							
Q14CH0	Q9CYA6					P52272		Q9Y2I7			Q6DJ95	P80513							
Q9NXV2	P26325					Q61464		Q7SYN4			Q9CR60	A1L2K1							
Q8BZ05	Q6P698					O15164		A8DZE6			Q03249	Q5ZKA5							
Q8C419	Q90YU1					F1QMB9		Q6DH44			Q8BFW4	Q8ND30							
F1QIC4	Q969E2					P07228		O60216			A0A0U1RQI7	P17785							
Q9Y6Q2	Q6AZB8					Q1KME6		Q58G59			P51178	Q5R581							
Q91447	Q7SZN2					Q5R9W1		B2ZHY2			Q9XSC1	Q6TEQ0							
P50591	O95073					P32183		A3KP37			Q62261	Q8N957							
Q95M30	P42772					P97536		Q5W0V3			Q96DM1	P11023							
P40426	Q8K0Z7					P85107		Q14839			Q8BSQ9	A2VCV0							
Q5R9F4	Q6ICB0					Q8C170		A1L390			Q96HP0	Q5ZK35							
Q80X72	Q5BKL8					Q9WVQ1		Q7ZVE3			Q15723	E1C2V1							
Q92630	Q8VDF3					Q2XVR4		A1L251			Q16678	Q4U5R4							
Q5BJW5	Q3U1C6					P78332		Q6AYR6			Q0VC80	A5WWB0							
P18294	Q4R7C8					Q95K09		Q3B8G4			A4Z943	Q5XXA6							
Q5EA06	Q6DI51					Q9NBX4		Q96EB6			P58158	Q8IVD9							
Q921F2	Q28618					Q6A098		O75096			Q32KH0	A1L2P2							
O75339	Q90X99					Q52KI8		Q8BIQ3			Q3ZBA0	P35565							
Q08E13	Q6MFZ5					Q7ZWE3		P0CT40			A1A5Z0	Q96G21							
D3Z7P3	Q6MFZ5					A1L258		P30260			Q5M7E3	Q15125							
P59481	Q6MFZ5					Q99KI0		E1BNQ4			Q9UBC3	Q6DGV7							
Q8VCD7	Q9UHE5					Q0IJ08		Q80YF0			Q28181	Q8VCY6							
Q27955	Q3B7H1					Q9BYN7		P27925				Q8NB66							
Q8CGF6	Q923S6					Q14596		Q5RFV8				Q96KG7							
Q8IWP9	Q5E9R0					O88685		Q5R9B3				P31754							
P04323	A8HAL1					Q6AI12		Q4R794				P0CT40							
Q8K0V4	Q9UPQ4					Q6R5J2		G3X987				Q9BYJ1							
Q5RAH7	P13051					Q3U285		Q9NTJ4				O73930							
Q7Z3G6	Q8MI68					Q2LE08		Q9NBX4				Q8R5F3							
Q7ZWZ4	P01837					Q9NZ52		P04323				A0JMP0							
Q8CHY6	Q8QHA5					P04970		Q9JK71				Q6P2U9							
O00370	G3V909					Q9NR61		P40338				A0A0R4IF99							
Q6P950	P62264					Q90Z00		Q9H0J4				Q9D1C9							
Q62441	Q2TBV5					O35516		Q99816				Q4KTA7							
O95503	Q9ERI6					P53992		A2VDZ3				Q4QY64							
Q13129	Q99KK1					Q5TYW4		Q6GQV7				Q17QM8							
Q5ZM65	Q4R543					D3Z5L9		Q6ZPF3				Q801X6							
Q8CB77	Q9NZS9					Q8JGR7		P58743				Q7RTR2							
Q6P730	P82915					A5WVX9		Q7TP52				Q5R899							
Q8BM85	O88811					P0CT40		E7FC72				F7EC58							
Q80WG5	Q9R022					Q8VIJ5		Q6NZH6				Q1LXI5							
Q04281	Q9Y5Z4					Q96BN8		O54967				Q01065							
Q7Z2Y8	Q08CN9					Q6DG03		Q2TAZ0				Q58EB4							
Q921C5	Q90YT5					A7Z052		P23790				Q5BKL0							
Q3KTM2	Q9BSV6					P21329		Q8NFA0				Q9BXF3							
Q3ZCX4	Q62158					Q1LXE6		A0A0G2JUG7				Q640C5							
P0CT40	P31646					Q4V847		Q5RDY2				B9VR26							
	P63031					Q16760		Q9N179				Q5F495							
	Q6MFZ5					Q5ZJK8		Q91YM2				Q92117							
	P51639					Q9DBI0		Q9JHU5				Q58T08							
	Q8K2I3					Q3TCX3		A0AUR5				Q99JH1							
	A5D6R3					Q5R4N8		Q6UE39				P59837							
	P26990					Q5ZIP4		Q6WKW9				Q8TDS4							
	Q5E954					Q6MGA9		Q5R9L3				O93526							
	P18621					Q9H175		Q8VCX2				Q63737							
	A2VDL4					Q03141		Q8JG54				P21328							
	Q5EAQ1					B2RY56		Q6ZV89				Q8TBZ3							
	Q9QZH4					Q92110		A6H5Y3				Q9CQJ1							
	Q791V5					Q6AYU1		Q9Y3P4				Q6DE14							
	O94817					Q4U2V3		Q9QYB5				A4IG42							
	Q6R2W3					O14976		Q2NKQ1				Q8BFR4							
	F1QWA8					Q08DK4		Q5NC05				Q8BGS2							
	P0C0L5					E9QAT4		P03359				O60488							
	Q9HC07					A1L252		F8VPQ2				Q5F486							
	Q5NVS7					O09101		O08550				Q6P4M5							
	Q62158					A4Z944		P39061				Q3TJZ6							
	Q8QGQ7					Q15057		Q9UBC9				A4VCH0							
	Q27946					Q1LVC2		Q5XK85				P0CT40							
	Q3B7D5					Q6NZW8		Q969H4				Q53GL7							
	Q9BV90					P70062		P59822				Q5F3W3							
	P35072					P33497		Q9D3A8				Q9D1M4							
	Q0P5N6					Q8IV63		P47878				Q7Z4N2							
	Q566V9					Q8R189		Q13797				Q6UXP7							
	Q5ZKU1					Q80U56		Q06805				P27987							
	A1L209					Q3MHJ7		Q96NJ6				Q6DJE4							
	Q8MK44					Q8JGS1		O93533				O89110							
	Q9NPI8					Q5R650		Q9QY48				O00370							
	Q7RTR2					Q05481		P51784				Q5VWQ0							
	P08207					B1H2P5		O15519				Q5IS48							
	Q8WYH8					Q13613		Q5R4Q3				Q29090							
	P14373					Q8BM72		Q99PI4				Q9Y6R7							
	Q8VHQ9					Q8NB49		Q9NQX4				Q8BNA6							
	P83852					O15344		Q8R431				Q99PD7							
	Q1LUM3					E9QAG8		O35728				O15344							
	Q7RTR2					Q8CGF7		Q16851				Q64057							
	Q5EAC2					P25916		Q02084				Q8K2H6							
	Q9Y376					Q8BKF1		Q9NPG4				A1L2G3							
	Q9Z2X5					Q8NFU5		Q9Y6B7				Q80X66							
	Q9H0N5					Q9Y5W8		Q71U07				P05413							
	Q0P436					Q8BZ00		Q5BKK4				Q9H2W2							
	Q91453					Q01664		P14629				Q7ZZ25							
	Q91ZZ3					Q8N4B1		Q9CXK9				O43542							
	Q0V989					Q7ZUU1		Q96SB4				Q5JTH9							
	P35072					P18625		Q08AW4				Q68FJ6							
	Q1L990					Q9I8K7		Q8CFY5				Q9Z200							
	Q5R9E6					O76075		Q9CYC6				Q9Y6I4							
	Q1LYL8					Q9DDT5		Q05546				E1BPN0							
	Q9ERN0					Q9Y2K1		P49190				P59041							
	B3DFP2					Q9NQ89		P0C548				A0JPN4							
	Q15042					Q9P2S5		Q9UL36				Q5VT97							
	Q2HZ96					Q5R4G6		P24408				Q9Y3E0							
	Q5RC31					Q8NB59		Q9Y5C1				P0DP54							
	Q90WG2					Q6DBU8		P97687				Q6P825							
	Q5ZHV5					Q6BDS2		Q9UPR0				F8RKV9							
	A4IFD0					O43295		P53634				Q5R5U3							
	Q803X4					Q9BZF1		B0S5D5				E7FDE0							
	P51859					Q8N3U4		Q8BH59				Q80YT7							
	P35072					Q3U288		A7Z064				Q5ZIR8							
	O14975					Q9Y5S2		P04323				A0JPB1							
	Q9IAB2					P10401		Q99K41				P56945							
	Q5U3F8					Q0V9W6		Q7Z6Z7				Q2KJ28							
	O08837					Q09167		Q4R8C7				Q9CY16							
	Q5TZ07					P03934		Q2KIT4				Q5BJB7							
	Q5RI56					O54937		O08662				Q7ZWU7							
	Q08BJ2					Q1L8D2		P40239				Q07498							
	Q9PW88					Q9Y5Q9		Q8CE64				Q02395							
	P38447					Q4V7X9		Q90718				Q63504							
	P04323					Q1JPY8		Q7T2L7				Q1LVV0							
	Q9Y6B6					Q9Y252		P21329				Q91VN6							
	Q9NUJ7					Q95SX7		Q2NLB0				A5PMF6							
	Q5RFT7					Q12789		Q63433				Q6MFZ5							
	Q9D952					Q05086		Q9BU79				P70691							
	Q9CPY0					P41240		P20825				Q8BGR2							
	P17713					Q96T37		Q99NB9				Q767K8							
	A5X5Y0					Q8WTR4		O57656				Q2YDS5							
	P25975					Q06546		Q7ZUX3				Q8BZN6							
	Q04095					Q32PW3		Q9C0C4				H2MTR9							
	Q8UUG8					O70293		Q98989				Q6IRU7							
	Q2T9X3					B1A193		O35400				A2BGU9							
	Q5PZ43					Q8C854		Q9BZ72				Q5XG04							
	Q7Z4G1					G5E8B9		Q0VCM4				Q6ICL7							
	A1L259					A2AGA4		Q9P1Y6				A4F4L4							
	Q9D531					Q9WU70		Q01063				Q96GC5							
	Q94K49					Q5RBM8		Q08999				Q8HXW9							
	Q60591					Q6PA26		P20825				Q02410							
	Q923S6					P63155		Q7ZW78				O70237							
	P05546					Q02815		Q8BZ03				Q60821							
	Q3SZJ9					Q9CWK3		A1L1R0				Q8R368							
	P21262					Q8VI24		Q309B1				Q6DRF9							
	Q5VWZ2					Q6ZNC4		B5X2B8				Q9H165							
	Q6IRP0					Q62267		O94916				Q28DE0							
	B5XG43					Q12816		A4FVJ7				P78316							
	P26008					A4IF87		Q9R0K8				Q91W97							
	Q8IYU8					B3F209		Q3TWI9				Q6P9L4							
	O15403					Q80TC5		Q80TL1				Q5R7X9							
	Q5R5F2					Q28654		Q8AV28				Q6P026							
	Q6YP21					P18576		Q6R2W3				Q9CQX0							
	P55084					Q8K1Y2		O60281				Q6NRT3							
	Q96BM9					P18654		F1QCY8				Q8QG64							
	Q6R2W3					Q60780		O96006				Q9URU4							
	P14669					O75808		Q2NL16				Q5U3A7							
	O97755					Q61982		O08852				Q5I033							
	Q07984					A0A0H3HIJ5		Q68FA2				B0BLS0							
	Q6P0C6					B3DHW5		Q03001				Q9BVK2							
	P48199					Q6DG36		P31629				Q7ZXF5							
	Q8NB12					Q7T308		Q8N3Y7				Q8C0V0							
	Q8BQH6					Q64151		Q16842				Q1LWV7							
	P02607					Q5RF63		Q0P483				Q8BXV2							
	A0A0C4DH26					Q6R2W3		Q6NUZ2				O94876							
	Q60487					Q7TSL3		P53790				B8A5G9							
	Q99471					Q91VH2		Q924U5				A2AV37							
	Q8N9N2					Q99549		A2RT67				Q99KH8							
	P00637					Q9QZR5		Q9D5V5				Q6RVG2							
	Q70IV5					Q8BVU5		Q5XNS0				Q805E5							
	Q9CPY4					O35709		O60260				Q64380							
	Q8R0V5					Q6PJ61		P35235				B8A5I7							
	B0VYY5					O08712		O35600				Q9Y3E1							
	P48059					Q8CF97		E6ZGB4				B1H1H3							
	Q6AZB8					Q95NI4		Q6EKJ0				A5GFX0							
	Q6AZW1					Q8BMQ8		Q5BLE8				Q9Y584							
	P01666					Q7RTR2		Q8BIQ3				O35435							
	O96033					P23092		Q0HA38				Q99J36							
	P07738					D3ZEN0		P04323				O60921							
	Q9P287					Q7SXE4		Q9LXB8				Q6GLL2							
	P52826					Q9H2E6		Q4QQU1				Q0VCL9							
	Q5F3J5					P14400		A4IGP0				Q8C1A5							
	P01693					Q641A2		Q5DU56				Q91178							
	Q5RID7					Q9NYL2		Q7TNB8				P42026							
	P04323					Q9NRL2		P00743				Q92820							
	Q6P7N4					O54928		Q01613				O35632							
	Q8UVR8					Q6EKJ0		O77808				Q498C8							
	Q95ND5					Q7Z403		Q6PHN7				Q9JME2							
	P0CB94					Q04400		Q5ZMB2				P03946							
	Q9I9L7					Q08378		Q99315				Q80XB4							
	Q66L32					Q13017		P28606				Q8R4U0							
	Q8VE62					E9Q6P5		O42184				P21910							
	Q3SZ21					O43933		Q6AXK4				Q0VIA1							
	Q6AYK6					Q8I7P9		Q5XIZ6				Q9ULZ9							
	P97789					Q7TQ40		O95237				P81999							
	G3X987					P41738		Q9UBZ9				Q9H9S5							
	P27808					O54826		Q8R4V0				Q08BD8							
	Q91YT2					F1QR43		A4IFA3				Q5RFM4							
	Q9BRR6					O54862		P97363				Q76N33							
	Q08BN9					P32019		Q80WC3				Q9D6M3							
	Q2TBI6					Q5JWR5		Q91V37				Q8R2N2							
	Q95J56					A3KPP3		Q5U5D4				Q64595							
	F1RE57					A5PF44		Q803H0				Q6DI05							
	Q17QR8					F1R6N4		Q99MS7				Q9CWT6							
	Q6ZSZ5					Q8C0Q2		Q9JJ79				Q91605							
	A9JR86					O43909		Q9Y6W5				Q7Z7G0							
	P0C7N9					Q6ZMW2		Q96KQ4				Q7TQI0							
	O57592					Q6A051		O75608				Q9EQX4							
	Q6NYF1					Q6P7E4		O15040				Q9CR14							
	Q6DF08					P70298		D3ZBP4				Q9BY12							
	Q91431					Q6NYV5		A5PJX7				Q5RDW9							
	Q6ZWQ7					A2VDU2		A0A1D5NS60				Q28CA0							
	Q08C93					B5DGM7		Q90339				Q8NBR6							
	Q9NRG7					P07825		Q96LU7				O88828							
	Q5CZR5					A0A2R9YJI3		Q6PIJ6				Q8UUZ1							
	Q7ZWB2					P00025		Q52KS4				F1QRX7							
	Q2M2S8					P25916		Q7T2D0				Q8IZT8							
	Q9N0J6					Q6RI45		Q6IQX0				Q9NPI5							
	Q8VEJ4					Q05D32		Q9QXM1				Q32PD8							
	Q90YT3					O89039		Q56A06				Q80US4							
	Q90YT6					O43678		Q9JJT9				Q9QYJ0							
	P0DMW5					Q80TP3		Q52KU6				Q5BKU9							
	Q8VE22					Q5SVZ6		Q803J8				P53448							
	P10620					Q7SIB2		Q99315				Q9D1H6							
	Q5ZLY8					Q7LHG5		E9QAG8				Q28D99							
	Q4R6Y6					Q9BZQ2		Q5BLB7				Q9I9A7							
	Q6T311					Q9NUA8		Q8TER5				Q95SX7							
	A0ZSK3					Q8K4T1		P14381				Q7LHG5							
	Q6AZB8					Q499E5		Q8BSD5				Q5T653							
	Q9UNH6					Q27409		Q13370				O95810							
	P17077					P57791		Q15506				Q8WYK2							
	Q1JPZ3					Q8CF89		F1QN48				B0BTA9							
	P35563					O00214		Q6ZN57				Q9HD45							
	Q5CZR5					Q92556		P14381				B0UXL7							
	Q9UNH5					Q9H9H4		P19419				P11722							
	Q5R909					Q14934		Q7T2G1				Q7ZUX1							
	Q6AXL3					Q63598		Q7ZUX6				F1NLH9							
	Q8IY57					P25867		Q9NX74				Q90YQ4							
	P00348					O75131		Q9WVC5				A9UMS3							
	Q6PBR7					P55201		Q6GLY5				P0DTE5							
	Q5E985					Q5C9Z4		Q8TBR7				Q6XPR3							
	Q1XHU0					Q8TDJ6		Q6IC98				A2RRV9							
	Q5ZJN2					P58365		Q7RTR2				P04927							
	Q9UQ90					Q7Z5K2		Q9BV94				O93526							
	P63170					A7E305		Q8BIY1				Q9Z2F7							
	Q5SPH9					Q17R98		Q9BX26				Q9Y4G2							
	Q91VA6					Q69YN4		Q5DTV4				B0V2S2							
	P56880					G5E8P0		P31422				E9Q6J5							
	Q9PUU6					P0CF97		O60487				O74423							
	Q9UH92					P49807		Q6GLE1				Q8BT51							
	Q9NU19					Q0VFV7		O35054				Q8BQM4							
	Q6NUT7					Q96S44		Q66HF2				O95848							
	Q5K651					Q9UJ41		Q96EE4				P51683							
	Q9CR23					Q5M9H0		A3KNA5				Q8IV42							
	Q90459					Q7TP47		Q96DR7				Q5RCA3							
	Q80YD6					Q69ZQ2		P47900				Q9UK61							
	Q58EG2					Q9H4I2		Q9YI37				Q28147							
	Q8C811					Q8BHH2		A0A1W2PQ73				O57521							
	Q14258					Q1LWM5		Q14667				P46065							
	Q5ZIK2					Q5U4C3		F7E235				Q6P9J9							
	P41047					Q66HE2		Q9H1P3				Q71R50							
	Q32P59					O55164		Q9UBC9				Q5RCY2							
	Q9JJ22					Q6PCJ1		Q2KHZ2				Q96MC6							
	Q8IXT5					Q6R2W3		Q6SA80				Q9UR07							
	Q5RCB8					P27656		Q96HW7				P07903							
	P14373					Q3TRM4		Q6UUV9				Q7SXU0							
	Q9P0P8					Q96MB7		E7F1H9				Q80YT7							
	Q16842					Q7SYN5		P35276				Q7SY54							
	Q5M9G0					Q5F3G7		Q6IRN2				O00305							
	P17178					P20825		Q3UMR0				Q5RCR5							
	Q62053					Q0MQI5		O08789				Q96GM5							
	Q9Z252					Q12959		Q63598				G3H0N9							
	P0CB92					Q01814		P35072				Q6GQX2							
	Q04841					Q92734		Q502B3				Q96KP4							
	Q6IV56					Q9WTR8		O35491				Q08999							
	O60830					Q9UPP5		Q9QYJ4				Q9NV58							
	Q8BUB4					Q8CJ96		Q80Y98				Q6DED0							
	Q62511					P48553		P35680				O88202							
	P51811					Q3UHR0		Q5ZIL4				Q0VC00							
	Q91X85					P62997		B5XF11				Q588U8							
	Q6P3L6					Q9YH99		A8DZH4				Q7ZU91							
	Q6AXL8					Q14517		Q0P4A7				Q60636							
	Q09632					Q9NVT9		O42249				Q9JHX4							
	P41115					Q6UB98		P11274				Q08BA4							
	O02766					Q6DBV4		Q9DDE3				Q8T5G8							
	P13798					Q9UKF7		P18484				O43272							
	Q86SQ9					Q6PGV1		Q8BGV9				P57788							
	Q5T0D9					Q96T58		Q8BMD6				Q9P2N4							
	P02301					O55187		Q9P267				P02845							
	Q9CXZ1					Q92010		B3DHU2				Q58DF3							
	A3KP59					Q8BUH8		Q60544				Q7PCJ8							
	Q5NDE4					Q8VC74		Q90YA8				Q8R316							
	Q7KZN9					O60346		Q5DU56				Q13618							
	Q6GPJ8					O14964		Q6GL52				Q55BI2							
	Q8BPB0					Q90459		Q8R0S1				A0A1L8HFX9							
	Q6MFZ5					Q659A1		O94880				P31647							
	Q9UHE5					Q80YR3		P59913				Q5SPF7							
	Q8IXQ4					Q5RDC3		O08653				Q5R9C1							
	Q5SZD4					Q5VUA4		Q96DT7				P35034							
	Q4KMD3					O88974		Q9QXV3				Q9HBH1							
	Q9JLH7					O00370		O75925				O02751							
	Q5RCK5					Q9I8E6		P05307				Q1LWG4							
	P84466					Q4R5Z4		Q8NBJ9				Q969Q6							
	E7FB98					Q5IS46		Q9TTQ9				Q9WTK7							
	Q92823					P49446		Q91Z96				O96006							
	Q61831					Q8R0F5		Q80V31				Q99814							
	Q6ZM51					Q56K04		Q1LYM6				Q99624							
	Q9D1F3					P55780		Q0V9W6				O14523							
	P43405					Q06A37		Q90Y50				P40961							
	Q16513					Q5TYQ8		F1M0Z1				P51826							
	Q9WVF8					Q3KQW7		Q14204				A4FUD1							
	O15431					O60262		O43184				Q9H0J4							
	P35290					Q14993		B3DI94				Q9NQG1							
	Q01085					P21860		Q2KJ24				Q1RLQ5							
	O95817					Q9DBM1		A1A4N1				Q9BU02							
	Q8HWB0					Q15751		Q8BI06				P46952							
	P21282					Q5XF90		Q6H236				Q8BM75							
	Q7ZUC7					Q568K5		Q27409				Q5E972							
