Cold (0degC)	Cool (5degC)	Warm (16degC)	Cold_Downregulated	Cold_Upregulated	Cool_Upregulated	Cool_Downregulated	Warm_Upregulated	Warm_Downregulated
Q5RKI9		Q9UJW8	E9QJ73	Q07864				Q9UBC2
P27615		Q9DF58	Q5U239	Q7ZYC4				Q86WA6
P53790		Q86XS5	P22682	Q6DI35				Q7ZVT3
Q8R1R3		Q9UJW8	Q13884	Q7ZU99				O00160
Q6PFM1		Q8AYC9	Q09325	B1AWL2				Q92954
Q9UHG3		P04186	Q9PUU6	B5X171				Q9CPW4
Q6PBU0		Q9H6U8	Q16534	Q6J4K2				P12270
P16636		Q93034	P56677	Q1XHU0				Q32L67
Q9BYN0		Q86XT2	Q92154	P27615				O43734
Q8C1A5		O88822	A1A5B6	Q9NP92				Q5XGD7
Q01433		Q8BGZ2	Q7SYN4	B1Q006				Q13415
P27986		Q5RF01	Q0P5A1	Q5E9T8				Q28691
Q1XHU0		Q80TI0	Q9YHV4	Q2KIQ4				Q96K37
P79755		Q7ZUV7	O43181	Q9D7U6				Q5VT06
Q92973		A2VE52	P24485	O75943				O94927
Q502I9		Q5PYH7	Q5RAB0	Q9TTU2				P35610
Q9H9E1		Q7ZUW2	Q5R536	Q6UXP7				O95977
P08753		P08108	Q01826	Q63945				Q9NPI5
O88207		P08108	B3DM47	Q49A33				Q15058
P38407		C0H9B6	Q8BW00	Q0P424				Q2KJ51
Q9Y399		Q6UPE0	Q9R1S8	Q2YDS5				Q6NRD0
Q8NHH1		Q7SZ56	Q60674	P35033				Q3U4G3
Q566X6		P97577	P80202	Q4V842				Q5RF83
Q9UGQ2		A3KPA0	Q5E9V4	P00375				Q9BW60
Q9D3A8		Q2PFW9	P97812	Q99575				O08914
Q8NE22		Q2M3D2	Q8HY82	Q91WC7				Q5T619
Q9NWW7		Q8CIP4	Q07820	Q8VHS2				Q2KJ84
P31483		Q568V3	O75764	Q8UVC1				Q68CR7
B0S5Y3		Q05513	P17706	Q803M3				Q5RHX6
O95263		O43826	Q3U7R1	Q9P0J1				Q5RG82
Q6VVX2		Q9CUX1	Q8WW38	A3KPW9				Q8AXC6
A2AJ77		Q2KHS5	Q9H2D1	Q5BKX6				Q8UUG8
Q2KID0		Q9ULJ3	Q96AY4	P46087				A0JMK9
Q8K4L0		P57071	Q7Z410	Q969F9				Q8CJ27
P50757		Q9ULJ3	Q9UKA2	Q7SXP0				E9PYL2
Q5SVZ6		Q503Y8	O35453	Q3TLP5				P20612
P50757		P67999	Q8C6K9	Q5TYQ3				Q9NX58
O35507		Q8K4Q7	Q9D0B5	Q9Z104				Q99PD4
Q6SA80		A8KB34	Q8CG16	B9ENE7				Q3T0S0
B0V2S2		O13076	Q9Y5X9	P08582				Q16829
Q8BXK9		O35790	Q9BXB4	Q6GLU8				Q92625
Q658P3		Q9CXS4	O13067	F1QRX7				P60330
Q96SB4		Q13009	Q8TE73	P97378				Q71RC2
P41440		Q7T3F7	A2BGD5	Q2HJ88				P20717
Q5F479		O13224	Q96IP4	P36551				A2BGD5
Q92052		P54996	Q8AYG3	Q9UK45				Q9DGG6
P43031		Q9NYP9	B3DFP2	Q6GPY0				Q8AY32
Q15269		Q8BHX1	P79832	Q0V9J0				Q9JHI0
Q9DGE2		Q5F4B8	Q8C428	Q501Z5				O35185
Q8K0W9		O88509	Q91392	O94826				Q66H84
Q5QQ37		P20262	P29350	Q9H497				Q5XJ57
O43639		Q95121	Q7YRL5	Q923G2				Q9BXW9
Q9P267		P70404	P29314	Q1ED21				A0PJZ3
Q5R6Z7		Q5QNS5	Q90YV0	P20397				O57607
Q8N2E2		Q4R698	P02696	P34979				P51176
E9Q236		Q98TZ8	Q8NDX6	Q5ZLX5				Q5E965
Q9PTY0		O97524	Q90744	Q9Y672				Q8R2V2
O54909		Q6R5N8	Q4RSM6	P15253				O76387
A5PLL7		P07746	Q28D01	Q5XIN7				Q8IWU5
Q6NVJ5		Q8R1C9	Q3T126	Q3ZBF8				Q8R4L0
O95342		Q90691	Q2LE37	P98165				Q8WVQ1
P22411		P79331	O95393	Q8K3X3				E9PSL7
Q6NX08		P24386	Q91009	Q9H6X5				Q2HJA5
Q71RC2		Q5D016	O35400	Q568L5				Q6DIH3
Q9H5Y7		P97281	Q0VFG3	Q9UJX5				Q6NWF6
Q8N5Y2		Q08CF3	Q96KP4	Q8WX93				O75325
P13216		Q07984	Q80WN8	P11023				Q58EA2
P15650		G1TGF1	Q2LE37	Q6DGV7				Q95N27
O35077		Q15113	Q06831	A5WWB0				Q9UKG1
O88618		P62510	P11884	Q0V947				Q8C6Y6
A1A4K8		Q155U0	Q64591	Q9D903				Q99MK9
Q7TN12		O76062	P97314	Q5VT97				Q8IWF6
P49767		P30044	Q4RSW7	O55111				Q90YQ1
P47990		Q08C84	Q08874	Q924S5				P31641
Q06ZW3		Q5THJ4	P46940	F1Q8K0				O95479
P25155		Q6PIF6	Q5M7W1	A8WHP3				Q3KP66
Q6IMK3		Q6E2N3	A2BGR3	Q5NVK5				Q6GLL2
Q5FB27		Q2T9P4	Q08CZ0	Q15392				Q9P2N4
Q19AZ8		Q2KIY6	Q8N653	B1H283				Q4VYR7
Q9H269		P51683	Q9XWZ2	Q8CHJ2				Q13469
Q9Y5X1		P51680	Q8NHP8	Q7SZP2				P63025
Q3SZ01		Q4ZHA6	Q5ZIR1	Q8R040				O93277
O60706		O60645	Q96EY8	O05218				D3ZCL3
Q08E43		Q9GZY4	Q9Z1N9	Q5RG49				Q7SIG3
Q5R5U3		Q2KIT4	Q99L20	Q5RG44				O70454
A0A024RBG1		Q9Z254	Q6NYZ6	P38024				O54794
O75581		Q6PBV4	B0S5D5	Q8IYK8				Q6AXS8
O60285		H9D1R1	A2BHJ4	Q92093				Q04913
Q4VBT5		Q6PC91	Q78T81	Q6IQU6				P02264
Q9H0J9		Q5R6L8	Q99572	Q5TZ80				Q9H845
O60381		Q5T447	Q6PDD0	Q5VTL7				Q7ZW63
P56273		A5PMR2	Q9JLH8	Q96K19				Q03237
P84239		Q99973	Q92805	Q8BIH0				Q4V8X0
Q91987		Q9H7H0	Q8BH27	P13234				Q90WI4
Q4FZG9		Q9NRG7	Q4G163	Q7T3E5				Q5RDH2
Q80WM9		Q8UVJ6	Q5M7R9	Q9ESG4				Q6NRV0
Q5U374		Q63ZU3	Q5R651	O35900				P62311
Q8JHF4		P55859	Q6GL62	Q5SUR0				Q86WK7
P81601		B0S728	O43312	O94829				Q28I85
Q8VBT2		Q28278	F7BWT7	Q5ZKM1				Q64638
A5D7K7		A4IFD0	Q64152	Q9Z2N8				Q64638
Q6DHB1		Q9WTK3	Q08CY1	Q8K2Y7				Q3B7H2
P26325		Q05519	Q9Z2F7	F1MAD2				Q8IXX5
Q9JIL5		O75071	Q9CWK8	Q5XXA7				P43450
Q149N8		P68182	Q08E11	P11602				Q9GKN8
O94885		Q6DJ13	Q8BXL9	Q3U3N0				Q9H0H5
Q5ZL00		Q7ZXP1	P25118	Q9BT25				Q9Z2U1
P21872		P49716	Q5XJ10	P48508				Q8K4L3
Q5RDE3		P30664	Q98943	P35280				Q5RCT4
Q5GH72		O95405	Q9Y2Q3	Q1LXI5				Q96KR7
B1AK53		O46385	P49321	Q5XGD9				A4K2M3
Q7Z6M2		Q7Z3C6	Q90275	Q3UFQ8				B0S6J3
Q6NT16		Q96S55	Q803Q4	Q9UBC2				Q8IW50
P31228		Q9CQ52	Q6GQB9	Q9BXS5				Q9GLY5
Q9I8X3		Q566R7	Q6NYR8	P35249				Q99680
Q6PJG2		Q80W68	Q91049	Q92900				Q6IND6
Q28G71		Q8WY91	Q1LYG4	Q9Y6V7				H9BW96
Q9H2Y7		Q9JJ66	Q6XQG8	Q6P3H4				O14974
P29374		Q7T381	P16109	O88736				Q3U7R1
P55196		Q642B6	Q5R421	Q5XGD7				O43295
Q7RTR2		Q06AV4	Q66HY7	Q7ZU90				Q6PHS9
Q5TEA3		Q62280	Q14574	Q7RTR2				Q96PX9
O15040		Q9PTW9	P43136	Q7RTR2				O43439
Q9YI66		Q16787	P49800	Q9HCE9				Q9UIW2
P27448		Q90275	P51589	Q13415				Q80TM6
Q8NBS3		Q8HZM5	Q6DCC6	Q02410				P27093
Q1LY46		P55292	Q9NUJ7	Q96K37				Q91820
P57781		P85108	A0A0R4IVA4	Q6PCR6				Q9Y3B1
Q9NVH0		A1A5H8	A0JND4	P35610				A0A0G2K0D3
P15311		Q95KN1	P36968	Q6NZ07				A4QP72
Q8CFK2		Q99933	Q8TBH0	Q7ZTY7				Q14643
Q80XI1		Q9R0A1	P54864	Q9JII5				Q8WUI4
Q8NBN3		Q66I08	Q5GIT4	Q6NRD0				Q5TZA2
Q6NWH1		Q5SGD2	P97872	Q05519				P55002
A5PJ65		P70096	F1QMY1	Q5RF83				P13861
Q5ZJH9		Q9I918	Q1LWV4	O14772				Q5R9S8
Q86VP3		Q801X6	Q9H8V3	Q9D032				Q5XG04
Q9XT77		P51910	P32262	Q6PC91				Q6DHM9
P30305		Q5F3A1	Q90805	P00126				F1RE08
Q6AYS4		Q9NPI5	Q5R5Y3	Q5T619				P24799
A7MBI3		Q2HWU3	P15253	Q3TLH4				Q3T9X0
A1L2F3		P11602	Q96DT6	Q9NV70				B5X9L9
Q7M753		P35280	P24591	A5WVX1				P32320
Q95M12		Q96Q77	Q14678	A5WVX0				P80513
P47953		P58058	Q9Y5W3	Q68CR7				Q2KI45
Q8BX94		B0BMY1	Q99928	Q5RHX6				Q8BUH1
Q28HU3		A4IFW2	Q76B58	Q8IVU3				Q6INX1
P0C870		P12107	Q6AX33	Q5RG82				Q9UQR0
Q56P03		Q5R9Y3	P48356	P97432				A5PJN2
Q8BK64		Q7SZC5	Q8BHG1	Q8BYH3				Q6IQ23
Q08C93		Q6PCS4	Q95LP5	F1R6I3				Q6VVX0
Q8CFD0		Q9NR19	P97318	Q5F418				P99027
Q9Y375		Q9DGH0	Q9GZV5	P22129				P80303
Q99895		Q5R601	P30623	Q7Z6E9				Q90YG6
Q96FX7		Q6PF54	O94915	Q6NYT1				Q8N4B1
Q8BH83		A0ZSK3	Q8K2I3	Q5XI68				Q8NEM2
Q58DU5		Q4R7G8	Q4R6C7	Q4PLW0				Q8WWI1
Q674X7		Q01813	Q9UGK3	A0JMK9				Q80T79
Q5R581		Q9BZE4	P20718	Q91YN5				Q96CX2
P0DSE2		Q8IYK8	Q9D5R4	Q92611				Q96PE7
Q66KL0		A8DZH4	Q8WZ79	P20612				Q8NFY4
Q6IQ85		Q5R4S7	Q01460	Q6ZSB9				Q9Y5N6
Q3T0M0		Q92845	Q5VXD3	Q9NX58				Q8NI77
Q16667		Q91736	P51589	Q99PD4				Q9DG12
A4IGP0		Q5XGI1	P51589	Q2QGD7				Q62179
Q3T0C9		P17404	P51589	Q4R8V8				P82911
Q5RDB5		P15988	Q4RU86	Q2TBX0				F1QZ88
Q9H3N1		Q2KIZ8	A5X5Y0	Q9UNS1				P50462
Q9UN19		Q63886	Q90972	Q9ERE6				Q8BGF9
P43090		O89110	Q5TD94	Q71RC2				Q6BDS1
Q503S6		B2DFG5	P00949	O70157				P19367
Q5R5X0		Q969X1	Q00341	A0N0X6				P23975
Q5SPC5		Q99MZ7	Q02084	P20004				Q3ULF4
Q9ERI6		Q0MQD0	P40757	Q07116				P33146
Q62073		Q04857	Q9JKK1	Q9CQN1				P84169
P97303		Q32NH8	Q6DC66	Q8AY32				Q5ZMA6
Q9WUS4		Q8C1B1	Q86T20	Q8AWW7				P29122
Q9NQL2		P40821	P46197	Q8NCJ5				Q8AW42
Q8R146		Q5JVG2	Q24JV9	Q7SXW4				P29558
Q0II76		Q80W88	Q9P2K1	Q5XJ57				O35593
P34902		P50281	Q91VS8	Q9BXW9				Q9NRK6
B5X3C1		Q99L04	Q8NFQ8	B7ZMP1				Q9D6R2
Q14DK5		P97927	Q01173	Q9UIS9				Q6DH13
Q4R366		Q5VU43	Q3TZ65	Q5E965				P51511
P25963		Q6DRD4	P61025	Q96ER9				Q99KE3
P13861		Q13332	Q13332	Q6NVR9				Q9YGX5
Q5T5X7		Q5I047	Q86WA6	Q6PC19				O70352
Q86YH6		Q07014	Q92954	Q6PFJ7				A1L1S5
P70336		Q969T3	P43404	Q3UHX0				Q5R9C7
Q9BVS5		P51161	Q66I46	Q6AXX4				Q02241
O94864		P70206	Q6RG78	P34897				Q4V9Y5
P18625		Q96T66	Q9ULE0	P28749				Q9CPU0
Q4RGM4		Q50LG9	Q1RLQ5	Q6DIH3				Q8JFQ2
A0A1D5P556		Q58D34	P04187	Q6NWF6				A8WGA0
Q96T54		P22892	P22129	Q9H490				A1A5Y5
O95279		B5X5U9	O95977	Q921N6				O13046
Q9UL68		Q8TCT9	P15127	Q8BHL5				P78333
Q7T3C7		Q921M7	Q9NPI5	Q58EA2				Q5RE54
Q5XJP1		Q05B83	P27545	Q8C6Y6				Q8NEG4
Q5F362		Q08B39	Q15058	Q8SQG7				Q498L2
Q99715		Q8VCX2	Q71N41	Q99JZ7				Q9QZU7
Q8BNW9		Q5R819	Q2KJ51	O43548				O95750
Q28HM1		Q0VC00	Q9JI35	A3KNI7				A1IGX5
Q99685		O77819	A9UMG5	Q15785				Q8WV07
Q90YA8		Q01279	Q9DED4	Q9Y535				O46427
Q13310		Q28084	Q9BQS8	Q96A54				P63043
Q95KR7		Q5R9W6	Q5XIY2	P11966				P46940
O42227		Q09632	B0S5A7	P86397				Q6PAF4
Q9UNP9		P50593	Q9QYJ1	P47224				Q01721
Q0V7M8		P61227	Q9GZR5	Q13751				Q3L8U1
Q9CXL1		Q96RG2	Q5EAA4	Q9NQG1				Q60FX9
A2BIJ3		O73737	O42449	Q9H910				Q08DQ0
P11586		P0DPD7	Q9XTA3	Q63258				Q5R5M0
Q91V33		Q80UF7	Q5RIU9	Q6PF21				P82251
Q1LWL8		Q5T8I3	O76080	Q7T3H1				Q02556
Q4KL13		Q0P483	Q99PL6	Q803I2				O43402
Q9Z1S0		Q90WG2	Q8CJ27	Q6AYB3				Q9Y248
Q5RBX7		Q92753	Q28085	Q9WV85				O42430
Q0IHV1		Q29503	Q9DCQ3	Q91WM3				A8WGB1
B5DGM4		O55029	Q96I99	Q8R151				Q5U4T8
Q9NVM6		Q00915	Q99490	Q8R151				Q3UZW7
Q27J81		Q08094	Q60674	Q8R151				P62876
Q05858		Q5XJN2	Q6EMK4	D3ZCL3				Q14005
Q5R7Z5		Q90YP3	Q9Y6F1	Q5R467				Q9EPQ7
O73755		Q66KI9	P36896	O70454				P98133
A5D6U8		P62916	Q6NY73	Q04913				P70583
Q9H079		Q0VCN0	Q9UHH9	O43432				P13913
P08911		O00506	Q6IQE1	Q5ZM33				Q6DC02
O93526		Q91Y81	Q9D8U8	P02264				Q8TD55
Q8CHG5		Q9DBB9	Q66H84	Q03237				Q99N27
Q5RFQ0		P56745	Q9PTU6	Q9JLH6				O15127
Q9NYQ7		Q3SZE3	Q9H8H3	Q13247				Q5BJI7
F1Q8R9		P07357	Q9H8H3	Q63ZW2				P79958
Q5SPB6		Q6NUW9	Q9D1M7	Q5ZJP9				Q5R6D1
O43166		Q921C5	P18520	Q9ULU4				Q6P3G4
Q9Y6S9		Q1RMR1	O57607	Q99PG2				Q1T769
A0JPI9		Q9R1K5	Q7ZVX6	F6S215				Q6PHI9
Q96BY7		Q80WE4	P35623	Q9PV94				Q99MN1
Q9EQ20		P22680	P45433	Q6NRV0				P11862
A0JML8		Q4QRD7	Q78S06	Q96Q11				P27361
Q08C53		Q9NS28	O60237	Q5R9X6				Q63415
F1RAX8		Q9EPC6	Q8R4L0	Q28I85				P49454
Q9WVL0		Q17R13	P19879	Q64638				P51144
Q01831		Q8JZM7	E9PSL7	Q2T9W2				Q14008
Q9DGJ3		Q8WP32	O00268	Q9Y6I8				Q9W734
X1WBB5		Q7T3S5	Q2HJA5	Q8IXX5				Q9Z1N9
Q8BZK4		P0CK98	E7FDW2	Q99750				O93434
Q8BMD6		Q6ZTK2	P97280	P43450				Q28I39
Q86UP2		Q01713	Q61704	Q5R5J1				Q8BMF8
Q9HAT8		Q61768	Q95N27	Q80X90				Q6ZQ11
Q9H867		Q86TX2	Q9UKG1	Q9Z2U1				Q923J1
P86411		B0DOB4	Q08BL7	Q96HN2				P08253
P50412		Q9YGM8	Q9WUE4	P84104				Q5R7J9
Q86U10		Q90YH9	Q6GMH3	Q7TN31				P35505
Q9GZR7		Q867B7	Q9Y5R4	Q01064				Q9D110
Q8R121		P31422	Q28EG9	Q9JK81				Q3SZY7
Q8N806		Q9Z2V5	Q96NX5	O94955				Q13163
O93526		Q3UZV7	Q13469	Q9QUH0				Q9NSV4
P48722		B5X4E0	Q5XGW6	Q4VSN2				Q9JJR8
Q8BGH4		Q9TRY0	Q8R366	Q8IW50				O14917
Q91785		B0S5N4	P35610	Q99PW8				O43663
Q9PTG8		Q4V8T0	Q3T0Q6	Q9UHJ3				Q9CR41
Q28019		O60883	O54790	Q99680				Q6DC53
F8W2M8		B5XG43	Q9NS91	Q6DBU5				Q7ZT47
Q4V8C3		Q9JHZ4	Q5BL31	Q6DEZ2				Q9GKT6
Q6QHC5		Q6Q0N3	Q7SIG3	Q5ZIN2				Q9BWJ5
O00423		I6M4H4	O54794	A3KMV5				P07949
P22061		Q9M2U3	Q6AXS8	O43347				Q9P0L9
P23677		P79762	Q66HY7	Q6DGZ1				P55262
Q505F5		P35790	P42892	Q80TM6				Q01085
Q9BWH6		Q7ZW38	Q9H845	P27093				P30437
B6F1W5		Q7YQK4	P58137	Q9UJX0				P00516
Q96L50		Q9Y2D0	P19382	Q8CG45				Q14865
Q9DBW0		Q9P2F9	Q9GZN2	Q9DCP2				Q8R454
Q8K1S5		Q8NCC3	Q4V8X0	Q91178				O97507
Q7T163		Q6DEF6	Q5RBA4	Q7YR26				Q6DIS8
Q9P2D8		P23467	Q9JL58	A4QP72				Q5IFK1
P51949		Q8IYJ1	Q504E7	Q6GX86				O77802
P79101		Q9Z0W3	Q7T3B2	Q66I12				A0A0C5PHQ7
Q96LL9		Q61292	A4IG53	Q4SS66				Q6ZUJ8
Q5U3G1		A0A2R9YJI3	P55058	Q9UPW0				Q96P44
P49263		Q6ZV73	P41134	Q9D1J1				Q7M733
A9JR78		Q5CZR5	Q80V24	Q6P9L4				Q3UUY6
Q9Y5W7		Q90459	P04897	O94876				Q6A065
Q7TMK9		A3KPL7	Q7T1N4	Q5E9N0				Q5XIZ9
P49263		P51511	P55006	P30280				Q9NTM9
O75844		Q8WV41	Q5R7L8	Q6DBX1				P0DP35
Q1LYB6		Q642A6	Q6DGY3	O43295				Q7ZX53
Q6P0D0		P49918	Q9GKN8	O70310				Q7YQD7
Q53EP0		P0CF24	Q86Y97	Q28479				Q4KM52
Q69ZF8		P31646	Q9H0H5	Q8VHS5				Q92089
Q5RCS0		Q07869	Q3UPW2	Q66JN8				O88279
Q9R062		Q8BYL4	Q80UJ9	Q9PTU3				Q32N48
Q5NVI6		P46527	O75410	Q5RBZ2				Q07837
J3S6Y1		Q9HBI1	F1QQC3	Q7T2D1				P78417
Q6EWH2		Q9CWL2	Q8K1X4	Q15008				Q6Q308
Q03692		Q5ZKI6	Q5RCT4	Q9H2P0				P35440
Q06HQ7		Q99LW6	Q96KR7	Q6ZNI0				Q5RDN2
Q5RDU7		Q8AXZ4	P59048	Q6GQ53				P41984
Q5RD13		P35331	P37231	P41252				Q4KLH3
O60306		P13505	Q9GLY5	Q6ZM19				Q91453
O14770		Q9USY1	P97280	Q60700				Q8R0V5
Q52LJ0		P07738	P97280	Q2KI45				Q8IVE3
O88509		G3H0N9	Q9GLY5	Q9H2G9				P21145
Q6PH57		Q5E9D3	Q91X46	Q3T0J3				Q6UFS5
A7YWS7		Q9PVK4	Q6IND6	Q5ZJN4				Q7LFX5
A0A075B6H7		Q9Y639	Q06033	Q6IQ23				Q08BJ2
Q98UF7		Q6P0C7	H9BW96	Q5XI29				Q5U3F8
Q5SWK7		P78509	Q6NVJ5	Q90610				Q8K0U4
Q8TDY4		O70173	O43295	O00566				P15120
Q80YA9		P21670	P17480	Q9Y5N6				Q15013
Q8IYD8		P70434	A5D6R3	Q6NZW0				O89044
Q08DK7		Q5ZEQ8	Q9UIW2	P47796				P06857
Q8R1E7		Q6DIV5	Q8BYH7	Q3SZ22				Q9CQC5
E9Q349		Q8BKZ9	Q91820	P82911				Q9UMD9
Q5R4J1		A8E657	Q9Y3B1	P50462				P08520
A4QNX2		O88450	Q9UKD2	P70399				Q61549
Q9WU60		Q91YD9	Q5SZI1	Q9UGJ1				P51958
Q1ECZ2		Q68EL3	Q15742	Q8NBX0				Q9UGI0
Q8BHG1		Q96BD5	Q8WUI4	Q9H5Q4				Q7Z5M8
Q6DDT1		Q2KHY5	Q13873	P19367				Q9NUM3
P0DOX7		Q6MZQ0	Q5E9M1	A4IG62				A4IG32
Q9NYT0		Q2TBN5	E6ZGB4	A8WE67				P37206
Q58DL1		Q5HZL4	Q9PV90	Q9QXN3				Q9I8P6
P59837		Q80XC3	Q5JXC2	P23975				P16152
Q5R806		O75197	P55002	Q9H9D4				Q9P0M6
Q00IB7		Q8QG60	Q9ESJ4	Q9HBB8				Q00918
O14782		Q7Z614	O43772	Q810A5				E7F594
Q96M32		P49706	O89106	P84169				P16924
O46640		Q3SZI0	Q6TH22	Q5ZMA6				Q12955
Q5F477		A3KPN8	Q3T9X0	P31939				Q5U4T7
P28570		Q3UP38	Q6NUT7	O35593				Q7RTY1
P41971		Q6P9S0	Q495T6	Q5R4R3				Q13887
Q08BW0		Q1LVN8	O95793	Q5R4W3				Q5ZJQ8
Q15125		O42376	O88904	Q14146				A5PKP9
Q7TT28		Q3TLD5	Q96P50	Q9NRK6				Q1XHU0
Q501X2		Q08CD5	Q9BQN1	Q9D6R2				Q6MFZ5
A2V9Y8		P04753	Q2HJ23	Q6YND2				P55288
Q3T004		Q9EQC0	Q32P85	Q8ND30				Q9NZM1
Q3T004		Q9BXK5	A5D8S8	Q4T2X8				Q6P1E1
Q969G6		Q7L5Y6	Q9EQC1	Q9QYT7				O08678
Q8BP86		Q1LUT1	P14629	Q642M9				Q8WWQ2
Q9H8H2		P61972	Q6T4R5	Q9HCN4				Q6P298
A0JPF5		Q14703	A5PJN2	A1A5Y5				P0C599
Q8K2F0		P09471	P49946	O13046				A1XQX0
A7MBB8		Q9I8T7	P80303	Q7SZ59				O14639
P30122		G5E897	Q8NEM2	Q8NBR6				Q6PCL9
Q9Z265		Q7ZXF5	Q8WWI1	O95750				P16236
Q9ULV3		Q9QUN9	Q80T79	P57784				P08553
A2AJ77		P52181	Q96CX2	Q9Y3E1				Q8K212
O77737		P12938	Q5RE11	Q6PBY0				Q9JIR4
O43347		Q12891	Q5M872	Q7TSQ1				Q9Y243
Q2NL00		Q9Y342	Q9DCK3	Q1LWL2				Q92576
P80971		Q3V6R6	O93409	O43402				Q7L266
A0A1B0GUI7		Q8R034	O75925	Q9Y248				Q05910
Q4QRD7		Q9BSE4	O13085	O42430				Q6MFZ5
A2AJI0		A1A5H6	Q62179	Q5RCU4				P00428
D3YZF7		C0H8I2	P62870	Q8BX70				B2GU58
Q8BIY1		Q9HCD5	Q5U3H2	Q8CGC7				Q9BZD6
E7FH11		A1L1R6	Q5R7U1	Q3UZW7				P19966
Q9CWH5		Q1LVE8	P31579	Q14005				F1QIK8
Q9Y5K6		Q8BGQ7	Q645M6	Q7ZTY4				Q9W720
Q5PQ50		Q01134	O13085	Q9EPQ7				Q9UQC2
Q96IP4		Q1LWJ6	Q6BDS1	Q9BQ70				Q8TBR7
Q6PHD9		Q8CHT6	Q497H0	Q0P570				Q9NSI8
Q86SQ9		Q7ZT01	Q6PBH5	Q6GNY8				Q8NDV7
Q15853		Q07081	Q9D304	Q6AY61				Q98919
Q96J02		Q07081	Q7Z401	O88665				Q14432
Q1LWC2		Q503R4	P07897	A8DZE7				Q6UX07
Q90977		Q8CE64	Q9NTG7	Q7Z4Q2				Q78P75
Q2KIS7		Q95JH6	P29122	Q5PRD4				Q9BXJ0
O70437		B0BNA5	Q9UKX5	Q5FVJ8				Q9PU58
G5E5X0		Q801E2	A3KQQ9	Q10471				Q5RB83
Q8K2Y3		A2AV37	P12955	Q5BJI7				A3RK74
Q61824		Q04791	P11722	Q04467				A3KPA0
Q1LYL8		O00308	Q80ZH1	Q6AY25				Q32LQ6
Q99K70		P0CG11	Q7ZYX1	Q8N6H7				Q6DEL2
Q4R3K5		Q6DHG8	Q02974	Q4QRH7				Q5SDA5
O02773		P51658	P51511	G5ECD6				Q0VGW6
Q2TBP7		Q9D1Q1	A7YE96	Q8WXA3				A5PN28
Q4V8V2		Q8BQ86	O70352	Q6NWE1				Q5U2T1
Q6PCT3		Q92155	Q5R9C7	P47816				Q9PUK8
Q13322		Q2KHY7	P60522	Q7SXL3				Q9HCE7
Q16643		Q8R3L5	Q02241	Q9DCG6				P61227
Q8WUF8		Q62179	O35488	Q9IB83				Q8R5B6
Q9R095		Q90WI4	Q8JFQ2	Q17R09				P07746
O75534		Q9QY23	Q5RE54	P11183				Q9EQ60
Q96CW9		Q7T384	O75541	Q2TBS2				Q90460
Q8IZV2		Q8HZK2	Q6PBA8	Q93073				Q9NPH5
P31937		Q0VF96	Q9QZU7	A8C984				Q7M370
Q5TGZ0		O14672	P26801	Q75V66				Q17QM8
O15084		Q6ZUT9	P50233	Q9H7B4				P0DPB4
Q9H3G5		O08739	Q568M3	Q9H0C5				O75382
Q03637		Q8QGV2	P23377	Q14938				O94919
Q1KKZ1		Q1LUM3	P63043	P58742				Q6YBV0
Q6PFP3		P31579	Q52KS4	P51144				Q6PGG2
Q9H4G4		Q96L94	Q01721	P0DTE5				Q6DRM0
Q80WM9		Q9Y6N9	A7MCS3	P31580				P50532
Q5ZJ85		Q8BIE6	A4FUD4	Q566Y1				P53453
Q9D0C1		Q95M18	Q5R5M0	O93434				P41115
P55265		Q61140	Q5R5M0	Q28I39				Q9Y4K4
A5PKA5		Q9EPR4	Q0VD22	Q7SY06				P23088
P86229		Q641Z2	Q9P1Y6	F1QLY4				Q8JZX9
Q5EB14		E7F3F0	Q803Q2	Q923J1				Q6IQS6
P52794		Q8CIZ7	Q7T3D0	A0A0R4IXF6				P03988
Q3T0B7		Q640Z1	Q8QG61	Q96C10				P03988
Q8BSD5		A2AHL1	Q0P427	O95685				O93449
P27628		Q80XC3	Q5R6R3	P10999				Q6BBL6
P98198		Q7Z628	Q99J59	P35505				P62317
P22273		Q86YQ8	P98133	Q0V9S0				Q8BMC0
Q8K561		P33267	Q9Y4D2	Q9Y4G6				Q86YT5
F1QLY4		Q6DBY5	A8DZE6	Q8IXL6				P54921
Q9Y236		Q8C828	P13913	Q3T042				Q90476
Q6DHF7		Q504N0	P35276	Q9NSB8				Q864W1
Q9UKG9		Q8BW96	O60320	Q9D9M5				A4IG42
Q8CF98		O13278	Q96RK4	Q08DW2				Q969Z4
Q6ZQY3		Q6IV56	Q3V3Z3	Q58EN8				Q561P5
O00300		Q6DRL4	Q86Y34	Q5EA98				Q6P823
Q1A730		P0C548	P06350	Q28C74				P34528
Q96MF7		O43854	Q14393	Q6DC53				Q14119
Q4R3X1		Q8N6Y2	A1L2F6	Q6IN36				Q9QZS3
Q8C5Q4		P0C548	Q9BZD6	P11833				Q13009
P46196		Q80WM5	Q8VDL4	Q921W4				A8HAL1
O60688		Q9CZI9	Q5R6D1	Q6DH88				Q6DJ83
Q6TH47		E1C1U1	P79126	P61458				P56748
Q99J08		Q8BHZ4	Q6AY09	Q7ZT47				Q14980
A5PK21		Q91W89	Q98972	P07949				Q9UKS6
Q9ESG5		Q02241	O94916	Q6NZC7				P53565
Q80WM9		Q90623	P60034	B5DG51				Q4V8H8
