Warm-ALL	Cool-ALL	Cold-ALL	Warm-LFC0.5	Cool-LFC0.5	Cold-LFC0.5	Warm-NoDEGs	Cool-NoDEGs	Cold-NoDEGs
Q6DDB3		Q14692	P08775		Q15125			Q5R4U9
Q62735		Q64181	Q71R50		Q9UNP4			Q9BVK6
P15979		Q6B855	Q96T23		Q99J36			P15207
Q7Z417		P58283	Q0V8K7		Q6TEL1			Q92734
P98064		Q1RM35	A1L253		Q7ZVV1			O75947
Q5PR34		Q7Z6E9	Q6NRB0		Q2HJ88			Q28824
Q80X90		Q6AZB8	Q58H57		Q3SZF2			Q0P4F7
E9PYL2		O75486	Q8CHN8		Q9UGR2			Q0MQD0
Q13459		Q6IQM2	Q58CQ5		Q08CK7			Q7ZVN7
Q68CP4		Q9Y375	O75688		Q5RBM6			Q68EL3
Q5F450		O35685	Q8BHA0		P70122			Q1JQA3
P02454		P49300	Q9JHU4		Q5R9L3			Q9MYP6
P50591		Q91VZ6	Q9D0F3		Q91YR7			Q66IB8
Q7ZV22		Q16851	O73817		Q5RA91			Q58DR5
Q09139		P35520	Q8NI08		Q9PVE8			Q3MQ24
O54697		Q9W719	P98133		O46427			Q08CI8
P25686		Q9QXM1	A2AJ77		Q7TPD1			Q05513
Q62638		A9ULE9	Q922Q5		Q9CX98			P35034
A3KQV2		Q32KH9	P61972		Q9EQS0			Q7ZVT5
Q9BYX4		Q5BJJ7	Q6NTN5		Q6IR76			P13010
A4IG53		P22897	Q9BZK7		P59281			Q04584
Q5RFQ0		O18737	Q92890		P58781			O14662
P70699		Q8SQG7	P15291		Q6NXA9			Q6NYF1
Q9W719		Q80ZW0	Q2KHS5		Q90WG1			Q6NYG6
Q08DQ0		A0A0R4IC37	E7FC72		Q5ZJ75			P42026
Q6TGY8		P54996	Q9NZ01		Q5RBT2			Q8AWD2
Q96B23		Q64303	O95071		Q9NYL9			A1A4M4
Q99N96		O02773	Q7RTR2		Q5RB83			Q9NR45
Q9UHF1		Q5RD23	O08550		Q9JHH6			Q5R9H4
Q6DED0		Q99N42			A0JPF9			Q5RBD5
Q9UPU5		Q5RDZ2			Q13823			Q60967
Q09472		Q63060			P29117			P52948
Q91WL0		F1R4U0			Q8CIE4			Q91550
Q6MGA9		Q9UBJ2			Q92143			P28331
Q8BMS1		Q9NX05			Q5BJT2			P13752
Q5XJS0		E9QI36			P61025			P62311
Q3ZC75		Q8WNV7			P20650			O42197
Q6NUZ2		P68252			Q155U0			Q1KKT4
Q5ZMJ9		Q0VD48			Q6NYL5			Q9BW91
Q8WUJ3		Q99PG2			Q7ZUU1			O46629
Q0IHQ3		Q0VBY7			Q96SM3			P15169
Q8VDM6		P60899			Q5XJS0			Q8K0Z7
Q1LYG0		Q9H0J9			Q5U3U3			P10160
Q2PWT8		P28271			Q61576			Q3TZZ7
O76031		Q8K2I1			P58268			Q5U247
A4IHK6		Q99N96			O15403			Q642H3
P46196		Q6X4M2			P13668			Q6UZF7
Q5ZLX2		P61078			Q15392			P12798
Q99KQ4		Q7RTR2			Q1LYL8			P04114
Q92079		Q99J36			Q9Z2V9			Q9TUQ3
Q8K4T1		Q5I0D1			P00125			Q8VCS0
Q59J78		Q9YH12			O75170			P00789
Q58EB4		P51122			P34897			A2BGL3
Q7ZXD6		Q6AY09			Q9WUM3			D3ZUA0
Q1JP73		P56812			Q5BLE8			Q6TGU2
Q3UKU1		Q95L14			Q9PVK4			Q2F9P2
Q96L91		Q9Y467			Q5R4J1			Q02380
P05107		Q9BUQ8			Q05B89			Q9GZY4
Q99J36		Q6Q0N3			Q7T3H7			A2BHJ4
P12025		P07902			P10619			Q08CZ6
Q14C86		Q13813			O43815			Q95168
P46735		Q14296			Q3THS6			Q8AV84
Q5ZMD4		A4IHK6			Q6P0F0			P47796
Q9Z0R4		Q6PFR5			Q92624			Q5U3V9
Q8WYR1		Q8NBI5			P11884			Q641G7
P58137		O14830			P55202			Q5VTB9
Q5U3H3		Q3T0S0			A5A6P2			Q9CXR4
Q07973		Q90515			Q9Y6R7			Q6NZT6
Q91738		P27216			Q91V01			E9PVA8
P07228		Q8R216			Q8N4F7			P53666
Q9UMZ2		Q9Y6N5			Q06486			P49674
O94966		O43402			Q99M51			P50995
Q6NYJ3		P43090			Q7ZU42			P82917
B6ZLK2		Q5ZLK4			Q6P823			Q7ZVP1
P11730		P56581			Q9I8E6			Q9DGN0
Q6ZRS2		Q6P8D9			P98160			Q10567
O13046		P62994			P29558			Q3SX20
Q8WXX0		O54826			Q5ZL72			Q9QZN3
Q08499		Q6VVX2			E7F587			Q6NWF4
P49946		Q7Z6M4			Q66I12			Q6P9X4
Q15392		Q99M87			Q5ZJ41			Q90ZL2
Q9XT77		P29218			Q3T9X0			Q90752
P49767		O14683			Q5THJ4			P51915
Q9TTY2		Q8NC60			Q8BK48			P09496
O75881		Q9BU79			Q9BYV1			Q5U3I2
Q3TYL0		Q9IB83			Q5DTZ6			Q5BJI6
A5D7E2		A8E657			P49767			Q99595
A7MB63		Q53G44			Q90YV0			B3VSB7
Q8WZ79		Q6P5U7			Q1LV17			Q9UM54
P52758		Q86UT8			Q2TA24			Q92010
Q8JGS1		Q15554			Q08DA8			O42182
Q08BA6		Q803M0			Q9CQX0			Q6ZQ89
Q4SK88		Q91W90			Q9H3G5			O73682
A0JNI5		Q9Y255			Q504E7			P12270
Q91766		A0JNI5			O60711			Q91453
O00232		Q7ZWG6			Q9TRY0			P59015
Q5ZIZ4		Q9BD50			O93257			Q6NYM1
Q96Q05		Q0V9V9			Q5TYQ1			O75150
Q9EP53		Q9BXJ9			O43293			Q7ZUL9
A5PJN2		Q6DH44			Q13325			Q6R1L1
P18520		Q460N5			Q9D6R2			P23610
Q8IWU5		Q6U736			Q3ZBU9			P40329
Q92143		O95359			Q5DTN8			Q7ZV43
Q6DBT3		O75832			Q4V8I4			A2AN08
O00418		Q7Z410			Q5ZLJ4			Q7ZVF3
Q6P767		A1L4K1			P28331			P50533
B8XY56		P29117			Q9UNQ2			Q502L7
Q9R182		Q2HJ56			Q4U5R4			Q5R495
P52756		Q91WI7			Q2QCI8			P15153
P41233		Q60GI5			Q8BZ03			Q5R7X2
Q01173		Q02819			Q15853			P51176
Q6DGZ0		Q791B0			Q803M5			Q2QL78
P35790		P60901			Q91YE9			Q8NHQ8
Q80VY9		Q99447			Q7SZE5			P49410
A1L1F1		Q9C0A6			Q9UPV0			Q3URD3
D3ZJP6		P98139			P35610			Q3SX24
Q5R7K2		Q96LT4			Q8BZX4			Q5U4C3
Q15542		Q9WVL0			Q9HC07			P78382
A5A6H9		Q6NYE7			Q8AXZ4			Q8R5L3
O57321		Q86XT2			P15129			Q5RFT7
A6QP81		O95905			Q6PGV1			Q5PYH3
Q9Y232		Q5VUE5			Q99615			P61515
Q96PU5		P56542			Q5F3J5			P25207
O75533		Q8NCN2			Q5U3N0			Q5HZA4
Q3TRM4		P28024			Q15113			Q28FH2
Q66J69		Q8K4L0			O94830			Q6IQ63
Q99KX1		A1DPK7			O95810			P84096
Q91YN9		Q5R7J6			Q8VEL2			Q68FL4
Q6PHG4		Q803G5			O88792			Q07175
Q28056		A6H751			Q8QZR1			Q9NV58
Q91309		O75886			P22129			Q802W2
A5D8S5		Q7ZTY7			Q8NBS3			Q02084
Q5F3J5		Q9BYD1			Q7ZW25			Q6NZT6
Q8N567		Q4SK88			O13085			Q4V9P6
Q9BZE4		Q5RGE6			Q9I9P9			Q9DCM0
Q04467		Q2HJE5			Q07869			Q6DKP5
A2BGT0		Q92038			Q08DI8			Q3ZBB6
Q6VBQ6		Q15311			O15254			Q9GZU8
Q62120		Q2HJA5			P30043			Q9GZY8
Q5VYK3		Q3TIX9			Q92005			Q9UPQ4
Q9CPU0		Q8R3W5			Q8QFX1			P29144
P39023		Q96HP0			P25490			Q8K2L8
Q93008		Q9ERU2			Q28651			P43346
Q63746		Q5R7K4			Q96N46			P49253
Q76I76		Q9UI26			P97570			O43172
Q6GL74		Q969V4			A2Q0R8			Q9BSU1
Q29RR1		Q8MJJ7			Q9NXH9			Q16595
Q58WW2		P27824			Q7ZW00			Q98925
A0A0R4IVA4		Q6P848			Q5TYQ3			Q7RTR2
P23467		Q561X9			Q6NZJ6			Q9YGN1
Q8N0W3		P38621			O88377			Q02318
Q96BT7		Q5R8Y3			O42387			P11181
Q32LU1		Q66HX0			Q8K0T0			O35491
Q9R0U0		P11171			P13834			Q1LVZ2
Q2TBN5		Q96PZ2			O42611			Q8BG15
Q9H477		Q96PD7			Q9WUE4			Q9UFF9
Q8CAI1		Q15125			Q8TEX9			Q9JKB1
Q7TSQ1		Q9UNP4			B5FX50			F1NPQ2
Q7ZVF3		Q1LYL8			Q3SYU1			Q6DBT3
Q9NZB8		Q6TEL1			Q0II68			O14682
Q0V898		Q7ZVV1			Q8BKZ9			Q6PBY7
Q8BLV3		Q9GL24			A2VDZ9			Q0IHQ3
P46940		Q2HJ88			Q8VE18			P52655
Q92176		Q28F07			Q8NCN2			Q6NYX8
Q8K4Q6		Q9UGR2			Q6GLT8			Q28E01
O14497		Q08CK7			Q687X5			Q80UV9
Q00537		Q5RBM6			Q7Z7G1			Q6DJI9
Q9JLV6		P70122			Q1RMT8			O95460
O15519		Q5R9L3			Q62158			Q1L8F9
Q9BVK2		Q91YR7			P06398			Q7SYN5
Q9PT92		Q9P0Z9			P79101			A0JN61
P29122		Q5RA91			P80204			P58372
A1L244		Q9PVE8			Q6NZS4			Q9DDT5
Q61103		Q9CQT9			Q90YI8			Q9BSE4
Q8BHG1		Q7TPD1			Q6PB03			Q9H000
Q567C6		Q9CX98			A6QLT2			Q9WV80
P35486		Q9EQS0			P49816			O57590
Q9IA95		Q6IR76			O42161			C1BGZ8
Q9PU58		Q5QJC4			Q62639			Q9QYC0
Q4VBT5		P59281			Q5R1W6			Q9NRH2
Q16589		P02001			P19174			O08739
Q764M6		P42125			Q9EP80			Q66PG1
Q8IYJ3		P58781			Q6ZN11			P36404
Q6DG91		Q3ZBY7			P28064			Q3ZBV1
Q6ZQW0		Q2LE37			Q9CYP7			A4UGR9
Q7Z401		Q9H3L0			Q80WM9			Q1LYL8
Q6AYB3		Q90WG1			Q9Z1N9			Q1L8G6
B3VKQ2		Q5ZJ75			Q8IYT8			A0JMF1
Q08BZ4		Q63945			Q96BT7			P42232
Q6PBQ2		Q5RBT2			Q2TBT5			Q3MI00
Q9JL56		Q9NYL9			Q9CY58			Q802U2
Q9QYR7		Q5RB83			O35218			Q2KJ44
O94903		A0JPF9			O95714			A0A0R4IF99
O42197		Q13823			P62255			Q66I24
Q91YL3		Q8CIE4			Q3T0S0			Q9Y487
Q0V8A3		Q92143			Q561P5			O02776
Q52KG4		Q5BJT2			Q6PD83			P09207
P27656		P61025			Q6SA80			P41212
Q01611		P13506			Q5RHZ6			Q7Z6Z7
Q9BYE2		P20650			Q68FD5			Q96KP4
Q5E9T8		Q155U0			Q8BGS7			A3KQS4
P08649		Q6NYL5			Q9UNN5			Q9W6R1
Q9CPU4		Q7ZUU1			Q5XJA0			Q1L908
Q8IUR6		Q5RFN7			Q29437			P20933
Q9UIF9		Q8R323			Q5E9W3			Q7T2F6
Q91YT0		P68037			Q7SXP2			P54613
Q5DTZ6		Q96SM3			Q6DH46			Q9BXW6
Q98TW1		Q5XJS0			P82013			Q9H5V8
Q642B6		Q3T042			Q5RA07			Q08BB5
Q9HCJ0		Q5U3U3			A2VE52			Q8N2F6
O88850		Q61576			Q2LE08			Q3UH66
P84023		P58268			Q08E13			P49666
Q5TAX3		O15403			Q86V48			Q9DGQ7
Q7Z570		Q15392			Q9DBN9			O70405
P54756		Q9Z2V9			Q9NPB1			Q66HV4
A2VDN6		Q6NW59			Q60972			Q5M868
Q9QY33		P00125			Q02874			Q13613
P49410		P07092			Q9GLY5			Q02083
P18757		Q00341			Q9HCJ0			Q3SZP8
Q66JY2		Q6GLZ5			Q5RG49			Q568N4
E7F594		Q3ZCF5			P49614			Q5R9G3
Q7TPH6		O75170			Q5REW1			P26323
Q5ZJ56		Q6P0F0			Q08C93			Q7ZWJ7
Q9WU42		P34897			Q1RM35			Q9UKV5
Q5VTL7		Q9WUM3			Q9NR09			Q7LL04
P25445		Q5BLE8			Q99JB8			Q99JH7
Q2KJF9		Q8BGC9			P15650			Q5R589
Q5R9S8		Q9PVK4			A9UL78			A4QN56
Q8K2H3		Q5R4J1			Q9BD50			Q5R4S7
Q8BWT1		Q05B89			P59837			Q61142
Q8R344		A1L252			Q6NYD7			Q6GNW0
Q8R3G1		Q6DJF8			Q9Y4Z0			Q9EQX4
P47953		Q9JJR8			P28072			Q8BIQ5
P38570		Q7T3H7			Q8R3W5			Q08EJ0
P23975		P10619			P84611			Q8N448
Q9CY21		O43815			Q5BKU9			Q6PH52
Q9CRB9		Q5BKU9			Q9Y3Y2			Q5RAJ6
A6MFK8		Q92624			Q68F72			P31404
Q92621		P11884			Q6DEJ5			Q91012
Q794F9		P55202			Q7SYN5			Q568V3
Q8BSM7		A5A6P2			P27465			Q9BX84
P16301		Q9Y6R7			Q60HH8			A8E4L3
Q13310		Q91V01			Q0P4D1			O95299
P11678		Q8N4F7			Q5VYK3			P07589
Q63060		Q06486			A4QNX3			O75131
Q63184		Q99M51			O42227			O75600
Q9BZ95		Q7ZU42			P13619			Q6PCJ1
B6RSP1		P84611			Q9QYJ0			P22129
Q7Z353		P63100			Q925S8			Q91YT0
Q7ZUS4		Q9I8E6			Q3B7M5			Q9CQV4
F1QC45		Q5ZL72			P51688			Q6GV12
Q9H9V4		E7F587			Q921E2			Q2PKF4
E9Q5F9		Q02367			Q8BY71			A4IH88
P13497		Q66I12			Q96KR6			B0VYY2
Q32PV0		P36968			Q90321			Q3ZC75
Q9CQX8		Q5ZJ41			A6QLV3			Q66I14
E3TDS3		Q3T9X0			Q14699			Q9HD26
O94844		Q5THJ4			O95263			Q9JLR9
Q9UL49		Q5RF84			Q6DRJ9			P97371
P10160		Q8BK48			Q58DL5			Q8CHT6
Q32KH7		Q9BYV1			Q59J78			Q91280
P30876		Q5DTZ6			P60882			Q767K6
Q9JL56		P49767			Q9YH12			Q0PV50
Q96AY2		Q5ZLJ4			Q96D71			P07686
Q03111		P00636			P55884			Q80WV3
Q9Y6U7		O57656			P04632			Q9JHN8
Q95LD9		B5X5U9			Q0MQI7			Q7ZW11
Q641Q2		Q90YV0			P15999			Q69BJ7
Q6ZW49		Q1LV17			Q90512			Q9Z1J3
B5X9L9		Q2TA24			Q5XJN2			Q9Y5Z4
Q5XI32		Q08DA8			Q4VSN2			Q8TF01
Q1XHU0		Q9H3G5			Q6GMH3			Q0V8R6
Q922D8		Q504E7			Q3ZBW2			A5D7E2
B8K1W2		O60711			Q9ULE0			Q7ZWS1
Q6NZS4		O93257			C1BL82			Q6XJU9
Q61329		Q5TYQ1			Q4QRJ7			Q9BQ61
Q3KRD0		O43293			Q5XIG6			Q6P3L0
Q5ZMM5		Q13325			Q5XJ57			P48065
P50851		Q9D6R2			P11233			Q5E985
Q15035		Q3ZBU9			Q92072			O75439
P98199		Q5DTN8			Q9QWE9			P79749
Q6TEL1		Q4V8I4			B0JZP3			O54862
Q9UPV0		P79888			O54909			Q3UHD6
Q15477		O94903			A0PJR5			Q15154
Q01085		P28331			Q9D1J1			Q5RCA3
Q7SZ10		Q9UNQ2			Q6PBN5			Q9JHX4
Q0KL00		Q4U5R4			P35915			Q6P798
Q9UBJ2		Q2QCI8			P97280			Q99M03
P78382		Q8BZ03			Q4R4V8			Q9H2G9
Q1LXC9		Q15853			Q6NZ07			Q91YT2
Q9WUB3		Q803M5			O42584			Q8K070
Q6DHP6		Q91YE9			Q6PD03			Q52M93
Q6GQN7		Q7SZE5			O43826			P07872
Q5RBD5		Q9UPV0			Q6S9V8			Q9DGE2
P07247		P35610			A3KMV2			P21279
Q2L6K8		Q8BZX4			Q9R182			B3SRQ2
Q90610		Q7ZWJ4			Q502K2			Q5RAL9
Q7T2V2		Q9HC07			A6QR56			Q9CUS9
Q6IA17		Q8AXZ4			Q7ZU90			C0HK23
Q14159		P15129			Q9NVM9			P61255
Q6DRL4		Q5U3S7			Q6DD88			Q9Y2L1
Q3T9X0		Q6PGV1			O43808			Q9BY10
Q5RIV4		Q99615			P24049			Q147X3
Q8NI36		Q5F3J5			Q7T385			Q5RE33
P20456		Q5U3N0			Q7ZUX3			Q7SXE4
Q08DN7		Q15113			Q90275			Q9QXV1
Q98989		O94830			Q68EH8			Q92010
Q9Z0W3		O95810			A0JMQ0			F6TQD1
Q7SXR3		Q8VEL2			Q5VUA4			P08836
Q5ZIL4		O88792			Q1JPZ7			O60264
Q3SZ27		Q8QZR1			P25325			O95405
E7F568		P22129			Q3ZBX6			H9BW96
P35623		Q8NBS3			Q3U1J4			P49756
O75131		O13085			Q8CHH5			Q6PBN2
Q0II68		Q9I9P9			Q9Y2L5			Q9DCP2
Q502L1		Q07869			A6QLR3			F1QJX5
P31937		Q08DI8			Q8TCB0			P52624
Q5PPI1		O15254			Q8K1Z0			Q6B6N4
O95782		P52944			O19069			P51648
Q90ZY4		Q5YJC1			Q8VE70			Q8IY37
Q2PFD7		Q92005			Q802Y8			Q5T9S5
P25980		Q8QFX1			P08650			Q1LZ74
O08618		P25490			Q66H20			P52181
A0A0R4ITC5		Q5ZML7			Q1L8I0			A9JR86
Q9NWW5		Q28651			O14907			P0C276
Q9JIL5		Q96N46			Q9BT43			Q5R8Z8
Q501X2		P97570			F8W2M8			Q9CR70
Q53EP0		A2Q0R8			Q9D4H8			P20717
Q6ZQ03		Q9NXH9			P04114			Q9CQA1
Q09167		Q7ZW00			Q14258			Q6DG91
O54889		Q5TYQ3			Q5BJC4			Q5XKL5
P0C7T6		Q6NZJ6			P32759			Q7ZTI5
Q8R478		O88377			Q9JLN9			P08217
A0A0R4IBK5		O42387			B5XD90			Q8CDJ3
O93477		Q8K0T0			Q91YQ7			Q14161
Q6NYG8		Q66HY7			Q04799			Q3V6R6
Q62446		P13834			Q9Y4B6			P04179
O75764		O42611			Q8AXU4			D3Z7P3
Q8CG71		Q9WUE4			Q6PE01			A0A2P1BRQ0
Q6P6S2		Q8TEX9			Q5IS99			Q8CHJ2
Q7T3F7		B5FX50			Q10751			Q62158
Q6DJ87		Q3SYU1			B8JK76			Q90459
Q9P2R6		Q0II68			Q7ZW41			Q13370
Q64638		Q8BKZ9			P13667			Q66I22
Q6NY64		A2VDZ9			Q12800			Q14258
Q9QYF9		Q8VE18			P58003			Q6PAF4
Q08C76		Q6GLT8			Q9Y5L0			Q6P9V9
P0CI65		Q687X5			Q7ZWI4			Q7SXZ1
Q8CI51		Q7Z7G1			Q99K41			O77737
P05455		Q1RMT8			Q5HZH2			P70187
Q8CGF7		Q62158			Q6DBR6			Q76LX8
F1MAD2		P06398			A2BG43			Q5U3P0
Q6UFZ9		A9UL78			Q9D2R8			Q568D5
A8E7G5		B0S6T2			Q9JIF3			Q9NSK0
O35400		P79101			O97703			Q5VT52
Q28C55		P21670			Q08BM8			Q6TH01
Q6NXA9		P80204			P58158			Q6P9H4
Q9CPU4		Q6NZS4			Q96KR1			Q15386
Q7ZUW2		Q64620			Q9H582			Q9JHW0
Q08170		Q90YI8			Q9XT77			Q9Y6X9
Q6PBN5		Q6PB03			Q8TEK3			Q6EE23
P58501		A6QLT2			P14543			P49754
P08621		P49816			P05166			B5X3X5
A8K2U0		O42161			Q5T6F2			Q5R7Q3
Q8BG15		F1QW76			Q8TAF3			Q8VHQ9
P70459		Q62639			P62494			Q8C854
P22288		Q5R1W6			A5WVX0			B5X4E0
P22273		P19174			P36372			F1PJP5
Q6NVF4		Q9EP80			Q8CEC6			D3ZUQ0
Q6PFS7		Q6ZN11			Q6PDJ6			Q66I85
Q6TH15		P28064			Q99PP9			Q96GC5
Q8IXJ9		Q6N021			Q0IHI1			O42467
Q6UVK1		P68106			Q3T0Q6			P16157
Q9D6R2		Q9CYP7			F1QW76			Q90876
Q9CQT9		Q8VDD5			P78317			Q9WVR8
Q7ZW86		Q80WM9			Q5F3I6			Q6PAY6
P48450		Q9Z1N9			Q5SVR0			Q9Y343
Q8CFD0		Q8IYT8			O08586			Q7M6Y3
Q92805		Q96BT7			Q6PGY6			B4DU55
Q60HC3		Q2TBT5			Q14542			A2BGT0
Q58D05		Q9CY58			Q7T339			Q9JHU4
Q8BUV3		O35218			O15228			Q6DG03
Q5XI67		O95714			Q7SXP0			Q96KP4
Q58CP2		Q5M947			Q9JHI0			Q9D1C8
Q99607		P62255			Q62735			Q32PX2
Q86T65		Q561P5			Q9JJ80			P05619
Q9WVR8		Q6PD83			Q9UH36			Q80YG3
Q9HCN4		Q6SA80			P79958			P18265
P70302		Q5RHZ6			O05218			O88797
O43432		Q68FD5			Q9D1H6			Q5BJJ5
Q04912		Q8BGS7			Q6IQA2			Q32PL1
Q8JHF0		Q9UNN5			P23975			G1TGF1
A5WVU9		Q5XJA0			Q66H20			Q63415
Q8BSU7		P62262			Q6P734			P15144
Q96EQ9		Q29437			Q7TT28			Q13443
Q9DCQ3		Q5E9W3			Q3TUF7			Q68FF9
Q9Y6A2		Q7SXP2			A2AGA4			Q5BKE0
Q6PD83		Q6DH46			Q7ZUW7			Q08C69
Q99PV0		Q9Y4Z0			A2RV29			Q8BMF3
P31646		P82013			P55196			Q9NUQ7
Q9D8N3		Q5RA07			Q2KJF9			Q99PV0
Q5VUG0		A2VE52			Q9NX58			A0A0R4IKU3
E7FCN8		Q2LE08			Q8BGV9			Q9PTY0
Q7ZV80		Q08E13			Q96KP4			Q99K85
B2KF05		Q86V48			Q13217			Q9Y519
Q5PQN1		Q9NPB1			Q7ZWD4			Q7ZVK3
Q99PF5		Q60972			Q8R2E9			Q96S44
Q7T2V2		Q02874			Q28EB4			F1QCN0
Q5RF84		Q6P132			P68247			Q96IK5
Q55EX9		Q9GLY5			Q5XJD3			Q9BZR9
Q9Z2A5		Q9HCJ0			Q9D1J3			Q67FQ3
Q6P5M2		Q5RG49			Q6ZMG9			Q3SZA5
Q2QCI8		O35796			A1L1P9			F1QMV3
O73817		P49614			Q5F3E8			P31647
Q9UK61		Q07598			O00560			Q1L8G7
E9QG68		Q5REW1			Q6Y1H2			Q8TDP1
Q8WU17		Q08C93			P51147			P62744
Q7SZE5		Q9NR09			Q90375			Q8BGF9
P80217		Q99JB8			Q6A051			P82669
Q8QGV2		P15650			Q8MJG1			Q8N806
Q4R3D4		Q9BD50			P62138			Q2KIN1
Q9Y5L0		P59837			Q4V8T0			Q7TQH0
A9UMG5		Q9HB40			Q9JIW4			Q7ZVA0
Q6IQC7		P28072			P36887			Q2LK95
Q96SB4		P53370			Q8C552			F1QC45
P79832		Q9Y3Y2			B2KI97			Q9PVE8
Q2KIY1		Q9DGJ3			Q92005			Q6PE54
Q86VV8		Q68F72			Q6AY09			Q32L00
Q8BJ37		Q6DEJ5			Q3UHJ0			P48454
A2AJ77		Q7SYN5			O88852			Q8BR63
O13168		P27465			Q08DQ0			P16924
Q5RC74		Q60HH8			P28173			Q5RB23
Q6DD33		Q0P4D1			Q5ZIR1			P13716
B5X3B2		P13667			Q9MYY8			Q9DC63
Q29277		Q5VYK3			Q8C9B9			Q6NZ03
Q811F1		Q2TA03			Q6NYE2			Q6SPE9
P0CG71		O42227			Q8AWG6			Q7ZVL2
Q9Y496		P13619			Q5U3F2			Q6NVL6
Q6P4T2		Q9QYJ0			O35400			Q7ZZ00
Q92542		P79926			O77775			A2VDL4
Q9Y5R4		Q925S8			Q5R698			Q6DHS9
A4QNZ7		Q3B7M5			B8A5G9			Q9DCJ5
Q9UHC9		P51688			O75167			Q28IU1
Q96M32		Q921E2			O15213			Q8VCQ6
P01024		Q5R9C7			Q8R059			Q3B7N2
P15129		Q8BY71			Q8JIY8			Q02084
E9Q7D5		Q96KR6			Q96B97			P08253
O75319		Q9DCQ3			Q5SX39			A2A8Z1
O75439		Q90321			Q0P4Y4			Q5F425
Q8K3G5		Q5F495			P30151			Q9BD50
Q8BZ03		A6QLV3			Q9UJ83			Q9CZG3
A5D6R3		A7E2M3			Q6ZTK2			P25980
Q95168		Q14699			Q5FWP9			Q9I9L7
Q5ZM71		Q8HXG6			Q9NWS8			P51958
Q8N9F7		O95263			Q9XT54			Q9EPQ7
P35475		Q6DRM0			P62071			A4L691
Q68EZ2		Q6DRJ9			A0JMI9			Q9H2P9
Q864U1		Q58DL5			Q7T3N8			Q7RTR2
Q6ZR37		P60882			Q96S53			E1C3P4
Q5S1U6		Q9YH12			Q02819			P56545
Q5U3G6		Q96D71			O93277			H2LRU7
O08755		Q5RAS7			Q9Z104			H9D1R1
O35400		P55884			Q7L5Y6			Q96PE7
Q6SA80		P04632			Q96L50			Q6PCF9
A0PJR5		Q63186			P32320			Q96N96
P23220		Q90512			Q0VA16			Q8CIN9
Q5E9E4		Q5XJN2			Q3T0E1			Q7SYB5
B4ZIX8		Q4VSN2			Q5M969			O94988
O60711		Q8TCB0			Q8BHJ5			Q5E9S2
P51589		Q6GMH3			A1L209			Q91VN6
Q9ERU2		Q3ZBW2			P08478			Q6UXZ4
Q9BD50		Q9ULE0			P62243			Q4V8W7
Q9Z2U1		C1BL82			Q696W0			Q9UPR0
Q6DH23		Q4QRJ7			Q9H5Q4			P35280
Q1RLY6		Q5XIG6			A1L251			P24774
Q91ZS8		Q5XJ57			Q6NYL3			Q5XJ36
Q7ZVR8		P11233			Q7RTR2			Q8K4G1
A0JME6		Q92072			Q17R09			O15297
Q86TL2		Q9QWE9			Q58EG2			Q9QZB7
O95295		O54909			Q14166			A7Y2W8
Q9W698		Q99LP8			Q9H3L0			Q61103
Q9Z255		Q6PBN5			Q6IR74			Q17QW3
P11602		P35915			Q8VIJ8			P35475
Q9R1N9		D2D3B6			Q58WW2			Q9BD50
Q4R543		Q90XD2			G3H0N9			Q9ET38
Q9P2D1		P97280			Q9PTE6			Q8HXB8
P55937		Q4R4V8			Q8WV28			P30349
A1L1P9		O42584			Q9JJR8			Q90WI4
P97280		Q8NBN3			Q9BD50			Q4V893
Q8K2W6		Q6PD03			Q86VQ6			P43091
Q9GZU7		O43826			Q8N3J5			Q08174
J3S6Y1		Q6S9V8			Q66I21			Q9LY82
Q5R5U3		Q9R182			A9UMG5			O60573
Q0P5M9		Q502K2			Q4V8V2			Q5U4T8
A9UM82		A6QR56			Q95M18			Q5F408
P57095		Q7ZU90			Q8BX70			O15014
Q08BB2		Q9NVM9			Q502G5			P79732
Q4VBV9		Q6DD88			Q5R4R3			B5X3C4
P83917		O43808			P79926			Q6P0D1
Q6TH01		P24049			Q9Y608			O88554
Q66HY8		Q7T385			Q5RED5			Q9NZM3
P51857		Q6PBI5			Q9YHC3			Q2KIY1
Q58EA2		A0A6P8HC43			Q8IVU3			Q6NYB7
Q3ZBB6		P79251			Q7ZVJ8			Q9UQR0
Q02380		Q9UHG0			P60899			B5X3I6
P23919		Q7ZUX3			P42226			Q0V9T8
Q62814		Q90275			O14657			Q96DM3
Q5REW1		Q68EH8			Q7ZYY4			Q640N1
Q49AM3		A0JMQ0			O89110			Q9HAU8
Q99595		Q5VUA4			Q8TB61			Q6UX15
Q6P5L3		Q1JPZ7			Q9NTI2			G3V8T1
Q5TEJ8		P25325			Q6DHU1			Q29504
Q08BA4		Q3ZBX6			P55262			Q9UKB3
P56542		P39429			Q58EB4			A7MC22
Q9NRZ7		Q3U1J4			Q5ZJH9			P20273
P62334		Q8CHH5			P28020			P25963
Q5R481		Q9Y2L5			P48066			O95625
Q9Z1M4		A6QLR3			Q6UWH6			Q7ZV22
Q5Q0U5		Q8K1Z0			Q9QYF9			Q6TEN6
Q5W041		O19069			Q15024			A1XQU3
Q96PX9		Q8VE70			Q6UXP7			Q8TF05
Q28FF3		Q802Y8			Q1L864			Q32KZ1
